Customer_ID,LOB_Code,Product_Name,Customer_Type,Age,Annual_Income,Missed_Payments,Delinquent_Days,PenaltyFee_Amount,Probability_of_Default,DTI,OnTime_Payments,Bullet_Flag,Inactive_Flag,Total_Reachouts,Successful_Reachouts,Last_Campaign,Risk_Rating,Primary_Credit_Score,Total_Credit_Accounts
434536415783,R,Real Estate,R,69,46109,10,82,38.73912717702287,0,0.19094122523732648,0,0,1,25,9,Small Business Loan For a Better Tomorrow,9,680.8924455475944,3
457236998834,C,Home Improvement,C,34,74089,8,12,15.677301535540042,0,0.27346019742366107,0,1,0,20,7,Investing Challenge Made Easy,6,566.7866051478163,7
718415446144,R,Personal Loan,R,36,90327,7,71,28.062687145251893,0,0.16932944564126132,1,0,1,16,6,Investing More Hassle-Free,5,659.0138779906904,4
705926773538,C,Equipment Finance,C,68,46449,2,36,25.819243990912028,0,0.09818054921067093,0,0,0,10,10,Financial Planning Hassle-Free,5,534.510703381045,6
878604960444,C,Personal Loan,C,18,51302,3,6,33.389533755393956,0,0.12304784485793169,0,1,1,20,11,Small Business More Bonanza,3,766.2945626885278,8
669593306574,C,Personal Loan,C,28,73469,0,74,12.315284630292664,0,0.28745371960828164,1,1,1,20,13,Financial Relief Hassle-Free,3,602.8687755654394,1
683236318754,R,Home Improvement,R,59,75113,14,66,39.501507609238004,1,0.3572227900526638,0,0,1,12,7,Credit Investment Hassle-Free,3,758.5110356581889,9
529117984209,C,Car Loan,C,19,50314,7,63,27.264674628249715,0,0.21516165032532356,1,0,1,9,12,Small Business Banking Made Easy,9,750.1541415863638,4
442107249133,R,Personal Loan,R,29,73832,0,4,12.032406991777112,0,0.30323126844299947,1,1,0,25,11,Green Relief Made Easy,4,481.652250590992,9
595080370112,C,Home Improvement,C,52,95796,0,15,26.031579840287257,0,0.17863705810307454,1,0,1,23,9,Retirement Rewards Made Easy,1,562.3521485401338,6
178111546851,R,Line of Credit,R,25,73411,10,60,17.64190867839975,0,0.23420861660041473,1,0,1,21,8,Retirement Less Bonanza,7,777.8130697088338,5
371526585010,C,Equipment Finance,C,62,75396,11,38,36.956290651909654,0,0.374603838448015,1,1,0,18,12,Student More 101,3,610.0925246003677,1
485466416084,R,Equipment Finance,R,57,73421,6,64,30.6429629577412,0,0.29490853426277075,1,1,0,30,9,Green More Hassle-Free,8,704.1687168709524,8
125712852441,R,Personal Loan,R,37,89638,6,71,17.782196336005924,0,0.40719640209095964,0,0,1,19,9,Student Banking 101,2,805.0046510864631,8
351535912561,C,Line of Credit,C,24,51959,0,34,44.523203695920465,0,0.13859065930360254,0,0,1,28,13,Mobile Fitness Made Easy,4,701.41678843065,1
120513010416,R,Equipment Finance,R,64,75172,0,51,50.02233293527657,0,0.17598111605528635,1,1,0,22,8,Retirement Fitness Made Easy,5,466.91013974798,9
690556180838,C,Equipment Finance,C,58,74909,14,34,26.192652683036407,0,0.2932077369468884,0,0,0,0,9,Credit Loan For a Better Tomorrow,3,513.7412264057392,3
477997614575,R,Home Improvement,R,69,46861,12,38,10.808961730593026,0,0.3081030178532288,0,1,0,24,10,Green More For a Better Tomorrow,5,800.6644699587292,1
468199116691,R,Equipment Finance,R,63,74576,15,22,48.36114271975771,0,0.4287713418816138,0,0,1,25,9,Mobile Less Hassle-Free,7,772.7728238079596,7
253147476754,R,Mortgage,R,44,89485,7,56,49.3065374268549,0,0.1730093091245099,0,0,1,20,10,Student Planning Hassle-Free,2,703.4075043573495,8
547222454396,R,Home Improvement,R,38,90222,5,52,43.63379615893386,0,0.20741621697350154,1,0,1,28,6,Credit More For a Better Tomorrow,3,623.4839049695737,2
219150936862,R,Equipment Finance,R,60,75241,9,56,46.589401257527484,0,0.2458296337679936,0,1,1,33,5,Mobile Planning Bonanza,5,613.6222919081914,5
887687835406,R,Personal Loan,R,38,90559,8,14,31.58642200683008,0,0.2396048861262346,1,0,0,23,10,Credit Less Bonanza,6,537.0378646015189,9
207879716939,R,Line of Credit,R,26,74022,8,12,18.296214940911636,0,0.321361992711677,1,1,0,5,12,Green Fitness Made Easy,7,556.5403062026743,5
421043258521,C,Equipment Finance,C,47,97716,5,36,12.061685523789723,0,0.22957357758989722,0,1,0,31,9,Savings Banking For a Better Tomorrow,3,529.5620967125838,3
385122735704,C,Mortgage,C,42,89191,8,88,28.92709371767577,0,0.31816293880501173,0,0,0,16,10,Mobile Lending Made Easy,8,625.2927507610384,2
299127496321,C,Line of Credit,C,27,73688,2,70,34.86068174528304,0,0.2410543263393481,1,0,0,25,15,Credit Lending Made Easy,6,603.0619268789014,9
973344541427,C,Home Improvement,C,70,46125,12,85,14.57041805945142,1,0.2925147751753968,1,1,1,12,9,Credit Lending For a Better Tomorrow,4,612.7993017958229,2
504349068179,R,Personal Loan,R,26,74783,12,70,17.916939157366933,0,0.21211032787851328,0,0,0,25,8,Retirement Relief Bonanza,8,510.1774698020017,8
989506196739,R,Mortgage,R,41,90969,4,89,36.81806496260607,0,0.21227376720563795,1,1,1,25,9,Mobile Fitness Made Easy,3,654.7755193836975,6
276042875772,C,Real Estate,C,64,74994,8,40,37.54130401435472,0,0.2243276528143583,1,1,0,9,8,Credit Challenge For a Better Tomorrow,1,799.3605451888449,2
434154741519,R,Personal Loan,R,31,74747,7,40,51.582385198590735,0,0.25201107326791994,0,0,0,30,11,Green Banking Hassle-Free,8,663.0724227446441,9
309347772256,R,Mortgage,R,41,90123,6,25,2.1010406198749187,0,0.21221865842223425,0,0,0,19,4,Financial Relief Made Easy,6,1004.7702755632093,7
597685738789,R,Home Improvement,R,38,89741,11,19,48.85149757215154,0,0.2311662913279515,1,0,1,9,18,Mobile Challenge Bonanza,1,503.39907604162414,5
456057471404,C,Car Loan,C,24,50193,1,74,39.39926312992867,0,0.3145651866397751,0,0,0,32,12,Credit Lending Hassle-Free,1,830.3612124437831,7
835805955538,C,Home Improvement,C,51,96711,13,83,38.877994745973844,1,0.30117805709048223,0,1,1,22,12,Mobile Investment Bonanza,6,536.2252424808316,1
459066715359,R,Car Loan,R,18,50517,5,82,29.353636805439663,0,0.3330956316687725,1,1,0,18,7,Mobile Planning For a Better Tomorrow,3,785.0543837480216,9
428996314430,R,Equipment Finance,R,53,95732,5,78,18.792283677900272,0,0.19876615077072307,0,0,0,31,11,Student Lending For a Better Tomorrow,4,454.48447584606913,1
231997511213,C,Home Improvement,C,52,95457,6,63,49.430537624951114,0,0.3319329848983135,0,0,0,16,11,Retirement Investment For a Better Tomorrow,3,885.9178747199688,4
308129147321,R,Real Estate,R,67,47814,4,3,12.573522712897722,0,0.2528438857667906,0,1,1,21,3,Retirement Banking Made Easy,8,668.6584256976989,6
396630984706,C,Line of credit,C,40,90809,3,30,43.137228982506855,0,0.20943707815645574,0,0,1,23,10,Retirement Investment 101,2,723.154997293257,3
649612436998,R,Real Estate,R,66,46564,7,24,24.796271436436037,0,0.2783027096452149,1,0,1,22,11,Small Business Relief 101,8,731.1030937354076,7
918734015925,R,Equipment Finance,R,52,95593,1,6,26.7222138438881,0,0.3155329487966625,1,0,1,17,6,Retirement Challenge 101,9,552.2846689296991,7
727324152516,R,Real Estate,R,62,74779,8,66,42.93916522029246,0,0.12294841020909242,0,1,0,11,10,Financial Investment For a Better Tomorrow,9,581.749900485156,6
191384198761,R,Line of Credit,R,23,51606,11,14,51.25134116280411,0,0.2911565870184504,0,0,1,16,7,Retirement Investment Hassle-Free,6,699.9438795676474,6
500305052294,C,Home Improvement,C,55,75097,14,85,46.48247097907513,1,0.2099151370986875,1,1,0,21,8,Credit Relief Made Easy,9,441.34522415516915,4
704342145644,C,Car Loan,C,27,73219,15,28,39.77831155859941,0,0.2862932549465432,1,0,1,15,8,Investing More 101,9,569.5537723750939,3
348342764062,C,Equipment Finance,C,58,74796,7,69,16.58753921091426,0,0.2757020205621346,1,1,1,9,9,Green Relief Bonanza,8,637.3180560448027,4
126233808190,R,Personal Loan,R,27,74703,4,75,18.879107735806503,0,0.15682963093136493,0,1,1,0,5,Investing Banking Bonanza,6,570.9607237863289,8
540376054717,C,Home Improvement,C,38,89206,6,52,44.41238093787791,0,0.2466007788072599,0,0,0,26,12,Financial Fitness 101,3,572.1990904815748,2
595162592165,R,Home Improvement,R,53,97453,1,4,43.53745838323886,0,0.28553704638216215,1,1,1,21,10,Small Business Fitness Bonanza,6,601.7993237286023,4
614208397218,C,Home Improvement,C,59,75852,0,52,34.893170907863585,0,0.19455055188507425,0,0,1,23,10,Investing Challenge Hassle-Free,1,834.5735596826715,1
566234392655,C,Home Improvement,C,70,46776,6,51,17.97148559940685,0,0.14764621797867689,1,1,0,20,12,Small Business Planning For a Better Tomorrow,4,893.1982262501554,9
425007101380,R,Equipment Finance,R,60,74224,4,79,33.7399112189254,0,0.17327192798039318,1,0,0,13,14,Small Business Less Hassle-Free,2,871.4996265450752,7
220987037102,C,Line of credit,C,44,89298,7,84,16.365336627148604,0,0.2202810444425901,0,0,0,20,6,Small Business Banking Made Easy,4,903.2058510513687,2
194237362760,R,Personal Loan,R,25,73500,9,72,21.435940001538768,0,0.2797055854837473,0,0,0,23,11,Credit Relief Hassle-Free,2,769.901374505445,7
909185424150,R,Real Estate,R,33,74821,7,65,36.403566052447125,0,0.347386191242166,0,1,0,28,12,Student Planning 101,3,715.268228520964,1
512123130264,C,Equipment Finance,C,64,74242,7,69,41.10665974921168,0,0.34793306615005964,1,0,1,19,8,Retirement More Made Easy,5,823.047000613216,3
467979893194,R,Home Improvement,R,35,89745,6,23,22.905326988879093,0,0.1793700258667065,1,1,0,21,12,Small Business Planning Made Easy,4,646.4845377087679,5
415983727907,R,Equipment Finance,R,61,75141,13,47,8.323442729902586,0,0.2512472498547338,1,1,0,7,5,Financial Less For a Better Tomorrow,2,845.1402722359289,6
173670209673,C,Equipment Finance,C,40,89014,8,17,23.36720494479568,0,0.28200941112854494,0,1,0,27,12,Credit Rewards For a Better Tomorrow,9,702.1724984073295,4
262809328126,C,Equipment Finance,C,46,97023,13,88,25.402384180830406,1,0.24967000327149033,1,1,0,21,6,Investing Relief Hassle-Free,8,682.1870360577166,5
482352533058,R,Real Estate,R,32,74471,7,35,55.448671188609865,0,0.415994744739594,0,0,0,12,9,Small Business Banking Bonanza,3,737.2357195314897,7
363930813813,C,Home Improvement,C,50,95614,1,42,32.63750846860116,0,0.32827607287037214,0,1,1,20,9,Small Business More Hassle-Free,7,624.9909931111861,5
517776466892,C,Home Improvement,C,65,47582,0,75,31.897744894120187,0,0.2708666040022404,1,0,0,19,9,Credit Lending 101,5,861.7197551162197,2
845493310948,C,Real Estate,C,44,89701,2,5,10.014397840758733,0,0.30375860112309433,0,0,0,27,5,Savings Loan Made Easy,3,749.4828645488218,4
184027421620,R,Line of Credit,R,18,51736,8,65,30.19342140399017,0,0.34885828105956534,0,1,0,16,3,Green Investment For a Better Tomorrow,7,539.1325844620816,5
315713871423,C,Line of credit,C,45,95261,1,64,27.820772560160144,0,0.2944038821421141,0,0,1,31,13,Retirement Less Made Easy,7,579.1624920231551,3
574772686405,C,Home Improvement,C,59,73120,0,18,43.33267002265353,0,0.23461640742098816,1,1,0,9,8,Investing Loan 101,7,604.564388681948,9
967520145284,C,Home Improvement,C,60,73832,7,56,29.851317375086342,0,0.20449289473859183,1,0,0,28,13,Savings Rewards Bonanza,8,774.3843273652226,8
683069589712,C,Equipment Finance,C,53,97500,6,4,32.59024266265696,0,0.294614163797269,1,1,0,23,10,Savings Fitness 101,5,557.6608629833023,6
215326352435,C,Line of Credit,C,27,73284,4,12,51.798917843159686,0,0.10696413295645804,1,1,1,26,14,Financial Banking 101,7,665.9160200958755,2
547393110508,C,Line of Credit,C,18,51315,0,45,46.884929456156414,0,0.17919597664450873,0,1,1,15,8,Investing Lending Made Easy,5,914.7518019336023,3
168140489643,C,Real Estate,C,47,96353,10,79,36.87018134138338,0,0.24882513148639274,1,1,0,23,9,Small Business Rewards 101,1,707.6349340302137,7
257425668408,R,Home Improvement,R,37,90933,6,17,21.73702362695098,0,0.22574752663652783,0,1,1,7,10,Credit Relief For a Better Tomorrow,3,785.385639652034,1
975816265868,R,Home Improvement,R,58,73308,14,9,17.50287530615987,0,0.21327791569025656,1,1,0,6,13,Mobile Loan Hassle-Free,2,946.0600961629791,1
946297400236,C,Home Improvement,C,55,74263,0,22,32.28012617337885,0,0.190325855757846,0,1,1,23,10,Green Less Made Easy,5,812.6388684739634,5
230635491460,R,Real Estate,R,31,74442,2,36,20.838652844720748,0,0.279002080164781,0,1,1,21,14,Student Planning For a Better Tomorrow,2,633.3895314726649,4
578702769066,C,Real Estate,C,35,90474,2,76,29.746945088822166,0,0.09196505064164565,1,1,1,19,12,Student Planning Bonanza,2,755.7619872777224,9
813332422093,C,Real Estate,C,31,74046,13,15,44.218831103848544,0,0.17098879948174703,1,1,1,24,11,Mobile Challenge Bonanza,6,503.9896424325291,2
725467975641,C,Real Estate,C,46,96807,15,90,41.32260446656387,1,0.3275838459014107,1,1,1,11,7,Retirement Less Bonanza,3,641.8729988810097,5
869439257470,R,Personal Loan,R,27,74907,1,5,3.091891318636991,0,0.42140358469710015,0,1,1,17,12,Green Fitness For a Better Tomorrow,8,596.9012442186919,9
196615807682,C,Real Estate,C,68,46114,11,42,33.286547124855346,0,0.21365535803315047,0,0,0,2,8,Student Relief Made Easy,3,448.04725696363573,4
302725150695,R,Line of credit,R,49,95129,6,37,22.56481683008391,0,0.39486298680883875,0,0,1,8,13,Savings Relief 101,7,849.0155119706369,8
946338769042,R,Home Improvement,R,54,96660,14,16,43.66272493539231,0,0.2855574197749976,1,0,0,24,8,Small Business Banking 101,7,692.1354631481353,8
223763641284,R,Home Improvement,R,31,73897,11,78,26.88215286935774,0,0.28012556684992196,0,1,1,19,12,Investing More Bonanza,4,840.522912922108,1
245914986689,C,Home Improvement,C,64,75234,12,68,43.453805868595765,1,0.35801929877038574,0,0,0,19,8,Retirement Lending Made Easy,8,601.7085178189628,2
184298095554,C,Equipment Finance,C,57,75628,13,62,33.41455326812819,0,0.1059419996042856,1,1,1,1,7,Savings Investment 101,7,560.1378769532121,4
440962846579,C,Personal Loan,C,35,90587,5,77,37.161336233371806,0,0.310656475129029,0,1,0,16,10,Retirement Lending 101,7,771.618573092799,5
185922431885,C,Line of Credit,C,29,74350,15,16,25.523152432676852,0,0.23855280944229745,0,1,1,29,7,Investing Investment Hassle-Free,9,488.73732610203416,6
451538755281,R,Personal Loan,R,23,51046,12,5,44.40540854997761,0,0.245458888243677,0,1,0,17,9,Savings Relief Made Easy,6,1030.29882793582,6
307195088370,R,Real Estate,R,68,46490,2,10,20.348106830171673,0,0.2403466356460294,0,0,0,29,13,Savings Less Bonanza,4,728.9719010698091,8
409660089578,R,Home Improvement,R,34,73595,3,77,45.365198033185976,0,0.3538957607300318,0,0,0,12,9,Savings More For a Better Tomorrow,7,534.463578245383,4
502725650453,R,Personal Loan,R,22,50239,5,36,24.062090339924115,0,0.39967394347769886,0,1,1,26,14,Savings Banking For a Better Tomorrow,8,706.3065316672178,8
897084408213,R,Home Improvement,R,68,47594,14,4,47.10175816617744,0,0.19620042017211833,1,0,1,16,10,Retirement Relief Made Easy,2,629.7016187675879,9
553945317917,C,Equipment Finance,C,51,95580,7,50,24.098506511253724,0,0.24633519500363818,1,0,0,26,10,Savings Challenge Bonanza,1,751.0844555143981,1
721556163356,R,Home Improvement,R,37,89448,9,64,22.773458844894975,0,0.1640122438627772,1,1,1,36,11,Financial More 101,5,821.2400673898553,8
268783517278,C,Personal Loan,C,23,50337,8,70,27.479022698851804,1,0.3934922041600564,1,1,0,19,7,Mobile Challenge Bonanza,5,444.4739723931838,2
317361353270,R,Personal Loan,R,29,74803,1,14,28.45650773000316,0,0.2942340616833782,1,1,1,27,9,Green Planning For a Better Tomorrow,9,780.1982679937,1
387962667681,R,Car Loan,R,24,51613,11,52,38.09122121224613,0,0.25029709318151155,0,1,1,18,9,Savings Banking 101,6,699.7350629007451,2
563260067426,R,Personal Loan,R,18,50525,15,26,34.618902163195166,0,0.18661021194085226,1,1,1,29,2,Mobile Fitness Hassle-Free,5,624.9887913796057,1
702265419721,C,Real Estate,C,61,75305,14,62,29.041894179235186,0,0.22893844670301475,1,1,1,14,5,Student Rewards For a Better Tomorrow,5,613.2732358695832,8
921694455277,R,Mortgage,R,48,96798,11,36,36.9406823963476,0,0.3504060395235352,0,1,0,9,11,Savings Lending Bonanza,5,708.6623281385231,8
686637072737,R,Mortgage,R,43,89980,8,67,43.00797606609011,0,0.33926153540254794,0,1,0,15,11,Green Planning Made Easy,3,738.0684609881382,8
169730678548,C,Real Estate,C,65,47386,14,19,39.34750652584038,0,0.324981807166263,1,1,1,6,11,Retirement Investment Bonanza,2,568.1087555188935,5
765074023224,C,Home Improvement,C,33,74687,15,56,29.461641997903318,0,0.11183966124141567,1,1,1,14,8,Small Business Rewards Made Easy,2,748.0965121163616,6
873592906505,C,Car Loan,C,26,74898,7,45,15.945731167477923,0,0.23867448094662497,0,1,0,12,4,Credit Rewards Hassle-Free,2,543.2285544216099,5
189124793811,C,Personal Loan,C,23,50551,13,73,34.070907004539364,1,0.40153429867632806,0,0,1,24,9,Financial Challenge Bonanza,8,516.8777856175702,2
535535016409,R,Personal Loan,R,29,74409,5,48,29.697313588842597,0,0.278292067199627,0,1,0,19,8,Investing Less Hassle-Free,6,605.6355197474334,7
618996878332,R,Home Improvement,R,31,74583,4,77,26.751557345557565,0,0.24216038269558277,1,0,0,9,7,Investing Rewards For a Better Tomorrow,3,637.1275512132105,8
826392543366,R,Car Loan,R,26,73097,15,61,23.2598660788082,1,0.279652595694909,1,1,1,21,12,Retirement Investment For a Better Tomorrow,2,576.1331939644163,3
167593388479,R,Equipment Finance,R,63,73616,0,84,41.23658084530416,0,0.2083591789926189,1,0,1,19,5,Financial Less Made Easy,6,814.6846627138183,8
439834646422,C,Home Improvement,C,30,74134,1,78,44.45460827128676,0,0.19499235131528816,0,1,1,18,10,Retirement More Hassle-Free,8,641.0493194124176,7
833805013033,R,Equipment Finance,R,64,75357,10,62,31.182030774217214,0,0.10168680578946135,1,1,1,23,9,Mobile Investment Hassle-Free,3,782.7525961266206,3
999079989450,C,Real Estate,C,63,73288,3,53,23.95107571581888,0,0.19611527815261567,0,1,0,23,10,Financial Less Bonanza,8,584.4517091882258,4
569745978235,R,Equipment Finance,R,64,73700,1,12,13.916261744739167,0,0.23772451630673455,0,1,0,2,5,Investing Less Hassle-Free,8,903.2961634746467,6
561807318730,C,Car Loan,C,29,73285,6,88,48.10313290384784,0,0.3280155701565742,1,0,0,22,9,Green Loan For a Better Tomorrow,6,789.3158208704343,9
169062506757,R,Line of Credit,R,26,73862,12,24,21.64699510682775,0,0.23122287470159927,1,1,1,16,12,Mobile Fitness For a Better Tomorrow,3,756.9433440553568,5
194738451159,R,Personal Loan,R,38,90331,5,82,22.363387422846184,0,0.2976749996362516,1,1,0,17,9,Retirement Loan Made Easy,6,587.8700961277174,6
844141531011,C,Real Estate,C,58,73850,14,40,9.121361282696688,0,0.23935168780088323,0,1,1,17,8,Student Challenge For a Better Tomorrow,9,536.4982505456277,3
377188736555,R,Real Estate,R,60,74743,12,73,41.955629326789726,0,0.312697291835819,0,1,0,10,9,Student Loan 101,4,811.4601313985888,7
463910878411,R,Equipment Finance,R,52,96733,8,4,35.57745140677863,0,0.23438379381017704,0,0,0,22,14,Credit Challenge Made Easy,3,604.1143027617072,5
705266160522,R,Equipment Finance,R,57,73134,2,77,39.170656396589486,0,0.3523318156134372,0,1,0,25,6,Green More Hassle-Free,6,649.8955454413831,7
218984914133,R,Personal Loan,R,29,74455,15,80,31.036748518067437,1,0.31624476641900956,0,0,1,9,11,Mobile Banking Made Easy,7,849.219786179623,7
758244649603,R,Real Estate,R,40,90390,6,22,44.57802883846037,0,0.24013835415853177,1,0,1,20,10,Credit Banking Made Easy,7,753.5836064991378,3
835443558944,R,Personal Loan,R,32,74357,7,86,13.514718251137943,1,0.37824298846158605,1,1,0,19,8,Financial Investment Hassle-Free,4,481.919513480345,2
211618492985,C,Real Estate,C,64,75162,11,52,25.70004632193188,0,0.20572049573467732,1,0,1,17,12,Green More Made Easy,7,667.3037817461488,6
146638789174,C,Car Loan,C,23,51687,4,32,22.240488827136858,0,0.21891083317223017,0,0,0,13,9,Mobile Challenge Hassle-Free,6,534.2059064059346,9
232137188154,C,Real Estate,C,60,75901,1,48,11.389056668093867,0,0.3711285641211358,1,0,1,26,10,Mobile Planning Made Easy,7,501.5813109954799,2
635218700057,R,Personal Loan,R,37,89999,6,65,28.910421905004803,0,0.32360932822631844,1,1,0,32,1,Retirement Challenge Made Easy,2,577.5655852493065,1
539192804506,R,Personal Loan,R,26,74376,9,2,37.35532754776197,0,0.1864405938809781,1,1,0,16,11,Green Less Made Easy,8,689.3473695052417,5
527482870176,C,Home Improvement,C,39,89482,13,4,14.989009116764223,0,0.333464450391541,0,1,1,14,9,Green Banking For a Better Tomorrow,4,736.8213484208992,7
614505388903,R,Real Estate,R,55,75228,12,67,17.621670091123807,0,0.2206084021825177,1,1,0,27,9,Student Less Hassle-Free,7,748.1643771643522,8
939586683808,R,Personal Loan,R,37,89426,14,49,39.70979806484125,0,0.2726296956550586,1,0,0,20,11,Green Lending Made Easy,7,542.0460833806457,6
993489643249,C,Home Improvement,C,34,73818,15,87,13.65869431872585,0,0.21729256169022412,0,1,0,12,10,Green Investment Hassle-Free,1,778.5208818772132,8
906626596453,R,Line of Credit,R,20,50226,0,31,27.223566351328245,0,0.413348979501692,0,0,0,4,7,Retirement Rewards Bonanza,9,762.8335416460469,3
338096935441,R,Home Improvement,R,31,73891,13,29,51.960069710707636,0,0.3929802776915012,0,0,0,21,7,Green More Made Easy,3,637.7534254358552,3
681452757677,R,Home Improvement,R,68,46867,4,84,17.247572803450513,0,0.3516968734215535,1,0,0,31,7,Retirement More For a Better Tomorrow,4,437.85432128683635,2
487011390619,C,Real Estate,C,67,47957,3,50,40.412150294440295,0,0.22571087107339735,0,0,0,27,11,Retirement Planning Made Easy,8,593.1917126324788,4
472556308220,C,Real Estate,C,59,73497,15,33,31.77204493715126,0,0.36170992126412504,0,0,1,13,8,Small Business Fitness 101,5,703.8032251662349,3
709205394364,C,Car Loan,C,22,50022,6,51,46.20462172361013,0,0.20171861456498463,1,1,0,13,14,Green Challenge 101,3,766.6097763178143,4
656246423810,C,Home Improvement,C,62,75461,13,61,9.761844724009645,0,0.2915900712620678,1,0,0,7,9,Mobile Rewards For a Better Tomorrow,4,706.0618530463441,2
719868371642,C,Real Estate,C,66,46055,14,79,46.545000792123645,0,0.17672500954432974,0,1,0,15,10,Student Rewards Bonanza,4,778.4236740888741,4
827436845258,C,Real Estate,C,51,97278,10,81,47.50055981892007,1,0.4340992702802018,0,1,0,29,12,Mobile More 101,1,486.56999892721694,7
257198502997,R,Equipment Finance,R,63,73382,13,36,26.511095419518426,0,0.29161787293022345,1,0,1,10,8,Retirement Rewards For a Better Tomorrow,4,757.3795296267347,2
370273780665,R,Home Improvement,R,32,73594,10,33,24.641776234039952,0,0.3092347375287022,0,0,1,25,14,Credit Less Hassle-Free,8,565.4156734613887,2
378724408139,C,Personal Loan,C,27,73229,7,0,58.474703294984465,0,0.24379109186043896,1,1,1,23,11,Investing Rewards Made Easy,5,818.6441374136106,6
625841708921,R,Home Improvement,R,61,74428,1,67,29.060725471026487,0,0.20097885610629573,1,1,1,16,9,Investing Less For a Better Tomorrow,7,540.8533727876588,2
212140358810,R,Real Estate,R,58,75234,5,66,39.72007049564839,0,0.3906718795317496,0,1,1,21,11,Retirement Rewards 101,8,572.6652692526627,1
348009394195,R,Home Improvement,R,36,90300,4,85,20.506041304591232,0,0.239337655384942,1,0,1,29,12,Retirement Less Hassle-Free,6,689.2808334552109,4
701806067072,R,Real Estate,R,52,96979,13,66,46.58388229434652,1,0.33520873168674303,1,1,0,7,18,Savings Rewards For a Better Tomorrow,7,506.47661941120566,3
985438802885,C,Equipment Finance,C,55,74656,0,60,12.288510555014527,0,0.37876798933270533,1,1,1,13,12,Green Relief Hassle-Free,2,547.3104200089042,4
169891179100,R,Personal Loan,R,25,74214,15,10,36.34986854015784,0,0.4100158729945467,0,1,1,25,7,Retirement Lending Bonanza,1,745.1720729378186,3
859244920765,R,Personal Loan,R,24,50102,12,65,15.661433063377867,0,0.24855375737410884,0,1,0,20,13,Credit Less Bonanza,2,825.7524339750564,9
763199615840,R,Equipment Finance,R,65,46423,4,28,38.43866154052518,0,0.22918232696503693,0,0,0,38,14,Savings Lending Hassle-Free,9,622.8491409708062,9
896102908833,R,Real Estate,R,61,74152,0,20,20.214811665592485,0,0.23635957836927843,1,1,0,27,13,Green Planning For a Better Tomorrow,9,719.6211941349851,9
488987033426,R,Line of credit,R,43,89647,5,21,40.89865630550151,0,0.2385803368265736,0,0,0,14,5,Retirement Loan Hassle-Free,7,629.0861620354042,3
944064777928,C,Line of Credit,C,29,73427,10,6,26.54161945333631,0,0.35114276138093353,0,0,1,12,10,Green Challenge Made Easy,9,568.2409992419249,2
815259316636,C,Real Estate,C,55,75176,13,81,36.24160261979771,1,0.2964754533225183,1,1,0,18,9,Investing Fitness For a Better Tomorrow,3,510.9480213558642,6
220606920439,R,Home Improvement,R,39,89664,4,41,41.79883065734338,0,0.2855986196015355,1,1,1,15,16,Mobile Planning 101,6,573.7509688075837,3
931313804686,C,Equipment Finance,C,44,90956,8,83,24.2115928699582,1,0.41662843721846,0,0,0,26,6,Financial Lending For a Better Tomorrow,3,581.8274718548195,8
340801269345,C,Home Improvement,C,57,74678,7,67,16.108669750300532,0,0.20282484415103194,1,1,0,10,15,Green Rewards For a Better Tomorrow,6,713.7215047309633,7
596679527732,R,Personal Loan,R,33,74297,10,20,35.27814420028981,0,0.2607246438488806,0,0,0,14,5,Green Investment 101,2,599.66843719134,9
800903610740,R,Mortgage,R,40,89395,8,12,43.28587532249701,0,0.0909850424408882,1,0,1,15,10,Investing Challenge For a Better Tomorrow,5,593.2193054311182,8
931729481165,C,Real Estate,C,43,89310,5,62,19.214589568560694,0,0.24224478847604303,1,0,0,20,8,Financial Relief Made Easy,7,846.2442178139659,4
447245166055,R,Real Estate,R,56,73256,8,63,10.251414373071658,0,0.3634594754287436,1,1,0,21,9,Financial Investment Hassle-Free,4,536.0986934832547,5
283643530987,C,Real Estate,C,50,95827,11,66,32.48189866099159,0,0.1266890875425572,0,0,0,14,5,Savings Less 101,5,582.0335105280051,1
873573922105,C,Real Estate,C,59,73023,3,17,43.23944665860516,0,0.3456944871741021,1,1,0,16,9,Credit Less Bonanza,5,591.2058617889784,7
338662027239,R,Personal Loan,R,39,90942,11,85,24.92268338789308,0,0.2730465298796541,1,0,1,32,9,Financial More Hassle-Free,6,586.8107307598269,3
136861708104,R,Car Loan,R,20,51466,9,5,39.982062785997826,0,0.22372575490028318,0,1,0,16,13,Financial Fitness 101,8,546.2393699354278,2
409295228043,R,Equipment Finance,R,61,73219,3,66,33.14908209340003,0,0.33497779943447187,0,0,0,23,9,Financial Loan Bonanza,7,576.3070163955583,2
178491543923,R,Real Estate,R,65,47400,7,64,36.99777566689676,0,0.23685658772250875,1,1,0,15,9,Student Fitness For a Better Tomorrow,9,702.1095583159395,4
603488354681,R,Home Improvement,R,36,90765,12,41,52.59605937897263,0,0.2444363304603826,1,0,1,17,4,Savings Planning For a Better Tomorrow,2,685.1445737605509,6
151080269834,C,Line of Credit,C,18,50203,6,29,38.13382659483114,0,0.25578669182616,1,0,0,26,11,Retirement Fitness Bonanza,6,773.1060486891902,1
663187807897,R,Real Estate,R,43,89397,13,61,24.00586506177434,0,0.2896160696678725,1,1,0,15,12,Mobile Fitness 101,6,719.8778931839681,1
